object_property (op),super-op,domain,range,functional,inverse functional,transitive,symmetric,asymmetric,reflexive,irreflexive,inverse_prop
has/Medication/Antipsychotics,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with skin-picking symptoms,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with skin-picking symptoms,False,False,False,False,False,False,False,
has/Symptoms/Certain_thoughts_repeatedly,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with obsessive-compulsive disorder-like sympt,False,False,False,False,False,False,False,
has/Complications/Anxiety_disorder,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with obsessive-compulsive disorder-like sympt,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with obsessive-compulsive disorder-like sympt,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with obsessive-compulsive disorder-like sympt,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with obsessive-compulsive disorder-like sympt,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with obsessive-compulsive disorder-like sympt,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with obsessive-compulsive disorder-like sympt,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with obsessive-compulsive disorder-like sympt,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with obsessive-compulsive disorder-like sympt,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with obsessive-compulsive disorder-like sympt,False,False,False,False,False,False,False,
has/Symptoms/Certain_thoughts_repeatedly,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with hair-pulling symptoms,False,False,False,False,False,False,False,
has/Complications/Anxiety_disorder,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with hair-pulling symptoms,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with hair-pulling symptoms,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with hair-pulling symptoms,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with hair-pulling symptoms,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with hair-pulling symptoms,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with hair-pulling symptoms,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with hair-pulling symptoms,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with hair-pulling symptoms,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with hair-pulling symptoms,False,False,False,False,False,False,False,
has/Symptoms/Certain_thoughts_repeatedly,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with appearance preoccupations,False,False,False,False,False,False,False,
has/Complications/Anxiety_disorder,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with appearance preoccupations,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with appearance preoccupations,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with appearance preoccupations,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with appearance preoccupations,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with appearance preoccupations,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with appearance preoccupations,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with appearance preoccupations,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with appearance preoccupations,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition with appearance preoccupations,False,False,False,False,False,False,False,
has/Symptoms/Certain_thoughts_repeatedly,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition,False,False,False,False,False,False,False,
has/Complications/Anxiety_disorder,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,obsessive-compulsive and related disorder due to another medical condition,False,False,False,False,False,False,False,
has/Symptoms/Certain_thoughts_repeatedly,,Mental disorder,Obsessive compulsive disorder caused by stimulant,False,False,False,False,False,False,False,
has/Complications/Anxiety_disorder,,Mental disorder,Obsessive compulsive disorder caused by stimulant,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Obsessive compulsive disorder caused by stimulant,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Obsessive compulsive disorder caused by stimulant,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Obsessive compulsive disorder caused by stimulant,False,False,False,False,False,False,False,
has/Symptoms/Palpitations,,Mental disorder,Panic disorder without agoraphobia,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,Panic disorder without agoraphobia,False,False,False,False,False,False,False,
has/Medication/Beta_blockers,,Mental disorder,Panic disorder without agoraphobia,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Panic disorder without agoraphobia,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Panic disorder without agoraphobia,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Panic disorder without agoraphobia,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Panic disorder without agoraphobia,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Panic disorder without agoraphobia,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Panic disorder without agoraphobia,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Panic disorder without agoraphobia,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Panic disorder without agoraphobia,False,False,False,False,False,False,False,
has/Symptoms/Palpitations,,Mental disorder,Panic disorder with agoraphobia,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,Panic disorder with agoraphobia,False,False,False,False,False,False,False,
has/Medication/Beta_blockers,,Mental disorder,Panic disorder with agoraphobia,False,False,False,False,False,False,False,
has/Symptoms/Panic_attacks,,Mental disorder,Panic disorder with agoraphobia,False,False,False,False,False,False,False,
has/Complications/Substance_use_disorder,,Mental disorder,Panic disorder with agoraphobia,False,False,False,False,False,False,False,
has/Complications/Depression,,Mental disorder,Panic disorder with agoraphobia,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Panic disorder with agoraphobia,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Panic disorder with agoraphobia,False,False,False,False,False,False,False,
